dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,hum,windspeed,cnt,season_name,recency
2011-04-27,2,0,4,0,3,1,2,0.835417,0.3122,3872,Summer,614
2011-04-28,2,0,4,0,4,1,2,0.700833,0.320908,4058,Summer,613
2011-04-29,2,0,4,0,5,1,1,0.457083,0.240063,4595,Summer,612
2011-04-30,2,0,4,0,6,0,1,0.503333,0.235075,5312,Summer,611
2011-05-01,2,0,5,0,0,0,2,0.762083,0.106354,3351,Summer,610
2011-05-02,2,0,5,0,1,1,2,0.73,0.183454,4401,Summer,609
2011-05-03,2,0,5,0,2,1,2,0.697083,0.342667,4451,Summer,608
2011-05-04,2,0,5,0,3,1,2,0.737083,0.328996,2633,Summer,607
2011-05-05,2,0,5,0,4,1,1,0.444167,0.295392,4433,Summer,606
2011-05-06,2,0,5,0,5,1,1,0.59,0.228246,4608,Summer,605
2011-05-07,2,0,5,0,6,0,1,0.54125,0.16045,4714,Summer,604
2011-05-08,2,0,5,0,0,0,1,0.631667,0.0746375,4333,Summer,603
2011-05-09,2,0,5,0,1,1,1,0.58875,0.176,4362,Summer,602
2011-05-10,2,0,5,0,2,1,1,0.489167,0.115671,4803,Summer,601
2011-05-11,2,0,5,0,3,1,1,0.632917,0.120642,4182,Summer,600
2011-05-12,2,0,5,0,4,1,1,0.7475,0.189667,4864,Summer,599
2011-05-13,2,0,5,0,5,1,2,0.863333,0.179725,4105,Summer,598
2011-05-14,2,0,5,0,6,0,2,0.9225,0.13495,3409,Summer,597
2011-05-15,2,0,5,0,0,0,2,0.867083,0.152979,4553,Summer,596
2011-05-16,2,0,5,0,1,1,1,0.787917,0.126871,3958,Summer,595
2011-05-17,2,0,5,0,2,1,2,0.837917,0.277354,4123,Summer,594
2011-05-18,2,0,5,0,3,1,2,0.87,0.201492,3855,Summer,593
2011-05-19,2,0,5,0,4,1,2,0.829583,0.108213,4575,Summer,592
2011-05-20,2,0,5,0,5,1,1,0.719583,0.125013,4917,Summer,591
2011-05-21,2,0,5,0,6,0,1,0.626667,0.12065,5805,Summer,590
2011-05-22,2,0,5,0,0,0,1,0.749583,0.148008,4660,Summer,589
2011-05-23,2,0,5,0,1,1,2,0.81,0.233842,4274,Summer,588
2011-05-24,2,0,5,0,2,1,2,0.740833,0.207092,4492,Summer,587
2011-05-25,2,0,5,0,3,1,1,0.69625,0.154233,4978,Summer,586
2011-05-26,2,0,5,0,4,1,1,0.6775,0.199642,4677,Summer,585
2011-05-27,2,0,5,0,5,1,1,0.65375,0.240679,4679,Summer,584
2011-05-28,2,0,5,0,6,0,1,0.729583,0.230092,4758,Summer,583
2011-05-29,2,0,5,0,0,0,1,0.81875,0.213938,4788,Summer,582
2011-05-30,2,0,5,1,1,0,1,0.685,0.131225,4098,Summer,581
2011-05-31,2,0,5,0,2,1,1,0.636667,0.111329,3982,Summer,580
2011-06-01,2,0,6,0,3,1,2,0.677083,0.207092,3974,Summer,579
2011-06-02,2,0,6,0,4,1,1,0.305,0.292287,4968,Summer,578
2011-06-03,2,0,6,0,5,1,1,0.354167,0.253121,5312,Summer,577
2011-06-04,2,0,6,0,6,0,1,0.45625,0.123142,5342,Summer,576
2011-06-05,2,0,6,0,0,0,2,0.6525,0.138692,4906,Summer,575
2011-06-06,2,0,6,0,1,1,1,0.6,0.121896,4548,Summer,574
2011-06-07,2,0,6,0,2,1,1,0.597917,0.187808,4833,Summer,573
2011-06-08,2,0,6,0,3,1,1,0.622083,0.136817,4401,Summer,572
2011-06-09,2,0,6,0,4,1,2,0.568333,0.149883,3915,Summer,571
2011-06-10,2,0,6,0,5,1,1,0.605,0.140554,4586,Summer,570
2011-06-11,2,0,6,0,6,0,1,0.654583,0.15485,4966,Summer,569
2011-06-12,2,0,6,0,0,0,1,0.747917,0.163567,4460,Summer,568
2011-06-13,2,0,6,0,1,1,1,0.494583,0.30535,5020,Summer,567
2011-06-14,2,0,6,0,2,1,1,0.507083,0.269283,4891,Summer,566
2011-06-15,2,0,6,0,3,1,1,0.471667,0.167912,5180,Summer,565
2011-06-16,2,0,6,0,4,1,2,0.688333,0.206471,3767,Summer,564
2011-06-17,2,0,6,0,5,1,1,0.735833,0.143029,4844,Summer,563
2011-06-18,2,0,6,0,6,0,1,0.670417,0.119408,5119,Summer,562
2011-06-19,2,0,6,0,0,0,2,0.666667,0.102,4744,Summer,561
2011-06-20,2,0,6,0,1,1,2,0.74625,0.155475,4010,Summer,560
2011-06-21,3,0,6,0,2,1,2,0.770417,0.171025,4835,Fall,559
2011-06-22,3,0,6,0,3,1,1,0.7075,0.172262,4507,Fall,558
2011-06-23,3,0,6,0,4,1,2,0.703333,0.238804,4790,Fall,557
2011-06-24,3,0,6,0,5,1,1,0.573333,0.222025,4991,Fall,556
2011-06-25,3,0,6,0,6,0,1,0.483333,0.209571,5202,Fall,555
2011-06-26,3,0,6,0,0,0,1,0.513333,0.0945333,5305,Fall,554
2011-06-27,3,0,6,0,1,1,2,0.658333,0.107588,4708,Fall,553
2011-06-28,3,0,6,0,2,1,1,0.634167,0.144283,4648,Fall,552
2011-06-29,3,0,6,0,3,1,1,0.497917,0.261821,5225,Fall,551
2011-06-30,3,0,6,0,4,1,1,0.434167,0.185312,5515,Fall,550
2011-07-01,3,0,7,0,5,1,1,0.39625,0.102608,5362,Fall,549
2011-07-02,3,0,7,0,6,0,1,0.444583,0.115062,5119,Fall,548
2011-07-03,3,0,7,0,0,0,2,0.6825,0.228858,4649,Fall,547
2011-07-04,3,0,7,1,1,0,2,0.637917,0.0814792,6043,Fall,546
2011-07-05,3,0,7,0,2,1,1,0.590417,0.126258,4665,Fall,545
2011-07-06,3,0,7,0,3,1,1,0.743333,0.149883,4629,Fall,544
2011-07-07,3,0,7,0,4,1,1,0.65125,0.1592,4592,Fall,543
2011-07-08,3,0,7,0,5,1,2,0.757917,0.225129,4040,Fall,542
2011-07-09,3,0,7,0,6,0,1,0.609167,0.167912,5336,Fall,541
2011-07-10,3,0,7,0,0,0,1,0.578333,0.183471,4881,Fall,540
2011-07-11,3,0,7,0,1,1,1,0.635833,0.282337,4086,Fall,539
2011-07-12,3,0,7,0,2,1,1,0.559167,0.200254,4258,Fall,538
2011-07-13,3,0,7,0,3,1,1,0.631667,0.146133,4342,Fall,537
2011-07-14,3,0,7,0,4,1,1,0.47625,0.240667,5084,Fall,536
2011-07-15,3,0,7,0,5,1,1,0.59125,0.182833,5538,Fall,535
2011-07-16,3,0,7,0,6,0,1,0.585,0.208342,5923,Fall,534
2011-07-17,3,0,7,0,0,0,1,0.604167,0.245033,5302,Fall,533
2011-07-18,3,0,7,0,1,1,1,0.65125,0.215804,4458,Fall,532
2011-07-19,3,0,7,0,2,1,1,0.650417,0.1306,4541,Fall,531
2011-07-20,3,0,7,0,3,1,1,0.707083,0.113817,4332,Fall,530
2011-07-21,3,0,7,0,4,1,2,0.69125,0.222021,3784,Fall,529
2011-07-22,3,0,7,0,5,1,1,0.580417,0.1331,3387,Fall,528
2011-07-23,3,0,7,0,6,0,1,0.5,0.131221,3285,Fall,527
2011-07-24,3,0,7,0,0,0,1,0.550833,0.169171,3606,Fall,526
2011-07-25,3,0,7,0,1,1,1,0.757083,0.0908083,3840,Fall,525
2011-07-26,3,0,7,0,2,1,1,0.540833,0.200258,4590,Fall,524
2011-07-27,3,0,7,0,3,1,1,0.402917,0.183463,4656,Fall,523
2011-07-28,3,0,7,0,4,1,1,0.583333,0.178479,4390,Fall,522
2011-07-29,3,0,7,0,5,1,1,0.5425,0.174138,3846,Fall,521
2011-07-30,3,0,7,0,6,0,1,0.465833,0.168537,4475,Fall,520
2011-07-31,3,0,7,0,0,0,1,0.480833,0.164813,4302,Fall,519
2011-08-01,3,0,8,0,1,1,1,0.550833,0.156717,4266,Fall,518
2011-08-02,3,0,8,0,2,1,1,0.49125,0.20585,4845,Fall,517
2011-08-03,3,0,8,0,3,1,2,0.6575,0.135583,3574,Fall,516
2011-08-04,3,0,8,0,4,1,2,0.7575,0.19715,4576,Fall,515
2011-08-05,3,0,8,0,5,1,1,0.630833,0.184696,4866,Fall,514
2011-08-06,3,0,8,0,6,0,2,0.755,0.22825,4294,Fall,513
2011-08-07,3,0,8,0,0,0,1,0.752917,0.201487,3785,Fall,512
2011-08-08,3,0,8,0,1,1,1,0.592083,0.192175,4326,Fall,511
2011-08-09,3,0,8,0,2,1,1,0.570417,0.151121,4602,Fall,510
2011-08-10,3,0,8,0,3,1,1,0.424167,0.200258,4780,Fall,509
2011-08-11,3,0,8,0,4,1,1,0.42375,0.164796,4792,Fall,508
2011-08-12,3,0,8,0,5,1,1,0.415,0.125621,4905,Fall,507
2011-08-13,3,0,8,0,6,0,2,0.729583,0.211454,4150,Fall,506
2011-08-14,3,0,8,0,0,0,2,0.8175,0.222633,3820,Fall,505
2011-08-15,3,0,8,0,1,1,1,0.712083,0.208954,4338,Fall,504
2011-08-16,3,0,8,0,2,1,1,0.578333,0.236329,4725,Fall,503
2011-08-17,3,0,8,0,3,1,1,0.575417,0.143667,4694,Fall,502
2011-08-18,3,0,8,0,4,1,1,0.654583,0.233208,3805,Fall,501
2011-08-19,3,0,8,0,5,1,2,0.722917,0.139308,4153,Fall,500
2011-08-20,3,0,8,0,6,0,1,0.674167,0.104467,5191,Fall,499
2011-08-21,3,0,8,0,0,0,1,0.77,0.248754,3873,Fall,498
2011-08-22,3,0,8,0,1,1,1,0.47,0.27675,4758,Fall,497
2011-08-23,3,0,8,0,2,1,1,0.455417,0.146763,5895,Fall,496
2011-08-24,3,0,8,0,3,1,1,0.605,0.253108,5130,Fall,495
2011-08-25,3,0,8,0,4,1,2,0.771667,0.210833,3542,Fall,494
2011-08-26,3,0,8,0,5,1,1,0.76125,0.0839625,4661,Fall,493
2011-08-27,3,0,8,0,6,0,2,0.85,0.375617,1115,Fall,492
2011-08-28,3,0,8,0,0,0,1,0.561765,0.304659,4334,Fall,491
2011-08-29,3,0,8,0,1,1,1,0.554583,0.159825,4634,Fall,490
2011-08-30,3,0,8,0,2,1,1,0.548333,0.125008,5204,Fall,489
2011-08-31,3,0,8,0,3,1,1,0.597917,0.0833333,5058,Fall,488
2011-09-01,3,0,9,0,4,1,1,0.639167,0.141796,5115,Fall,487
2011-09-02,3,0,9,0,5,1,2,0.727083,0.139929,4727,Fall,486
2011-09-03,3,0,9,0,6,0,1,0.716667,0.185325,4484,Fall,485
2011-09-04,3,0,9,0,0,0,1,0.742083,0.206467,4940,Fall,484
2011-09-05,3,0,9,1,1,0,2,0.790417,0.212696,3351,Fall,483
2011-09-06,3,0,9,0,2,1,3,0.886957,0.343943,2710,Fall,482
2011-09-07,3,0,9,0,3,1,3,0.917083,0.0970208,1996,Fall,481
2011-09-08,3,0,9,0,4,1,3,0.939565,0.192748,1842,Fall,480
2011-09-09,3,0,9,0,5,1,2,0.897917,0.124379,3544,Fall,479
2011-09-10,3,0,9,0,6,0,1,0.75375,0.153608,5345,Fall,478
2011-09-11,3,0,9,0,0,0,1,0.71375,0.115054,5046,Fall,477
2011-09-12,3,0,9,0,1,1,1,0.692174,0.088913,4713,Fall,476
2011-09-13,3,0,9,0,2,1,1,0.7125,0.141804,4763,Fall,475
2011-09-14,3,0,9,0,3,1,1,0.697083,0.1673,4785,Fall,474
2011-09-15,3,0,9,0,4,1,2,0.709167,0.271146,3659,Fall,473
2011-09-16,3,0,9,0,5,1,2,0.590417,0.164183,4760,Fall,472
2011-09-17,3,0,9,0,6,0,2,0.718333,0.189675,4511,Fall,471
2011-09-18,3,0,9,0,0,0,1,0.695,0.178483,4274,Fall,470
2011-09-19,3,0,9,0,1,1,2,0.69,0.151742,4539,Fall,469
2011-09-20,3,0,9,0,2,1,2,0.88125,0.134954,3641,Fall,468
2011-09-21,3,0,9,0,3,1,2,0.9,0.0964042,4352,Fall,467
2011-09-22,3,0,9,0,4,1,2,0.902083,0.128125,4795,Fall,466
2011-09-23,4,0,9,0,5,1,2,0.9725,0.0783667,2395,Winter,465
2011-09-24,4,0,9,0,6,0,2,0.8625,0.0783833,5423,Winter,464
2011-09-25,4,0,9,0,0,0,2,0.845,0.0503792,5010,Winter,463
2011-09-26,4,0,9,0,1,1,2,0.848333,0.1107,4630,Winter,462
2011-09-27,4,0,9,0,2,1,2,0.885417,0.118171,4120,Winter,461
2011-09-28,4,0,9,0,3,1,2,0.84875,0.148629,3907,Winter,460
2011-09-29,4,0,9,0,4,1,1,0.699167,0.172883,4839,Winter,459
2011-09-30,4,0,9,0,5,1,1,0.6475,0.206475,5202,Winter,458
2011-10-01,4,0,10,0,6,0,2,0.75375,0.292296,2429,Winter,457
2011-10-02,4,0,10,0,0,0,2,0.791667,0.222013,2918,Winter,456
2011-10-03,4,0,10,0,1,1,2,0.760833,0.0833458,3570,Winter,455
2011-10-04,4,0,10,0,2,1,1,0.71,0.205854,4456,Winter,454
2011-10-05,4,0,10,0,3,1,1,0.647917,0.17725,4826,Winter,453
2011-10-06,4,0,10,0,4,1,1,0.620833,0.134954,4765,Winter,452
2011-10-07,4,0,10,0,5,1,1,0.684167,0.0223917,4985,Winter,451
2011-10-08,4,0,10,0,6,0,1,0.70125,0.0454042,5409,Winter,450
2011-10-09,4,0,10,0,0,0,1,0.7275,0.06345,5511,Winter,449
2011-10-10,4,0,10,1,1,0,1,0.73375,0.0423042,5117,Winter,448
2011-10-11,4,0,10,0,2,1,2,0.80875,0.143042,4563,Winter,447
2011-10-12,4,0,10,0,3,1,3,0.90625,0.24815,2416,Winter,446
2011-10-13,4,0,10,0,4,1,2,0.896667,0.141787,2913,Winter,445
2011-10-14,4,0,10,0,5,1,2,0.71625,0.223883,3644,Winter,444
2011-10-15,4,0,10,0,6,0,1,0.483333,0.258083,5217,Winter,443
2011-10-16,4,0,10,0,0,0,1,0.486667,0.281717,5041,Winter,442
2011-10-17,4,0,10,0,1,1,1,0.579583,0.175379,4570,Winter,441
2011-10-18,4,0,10,0,2,1,2,0.701667,0.110087,4748,Winter,440
2011-10-19,4,0,10,0,3,1,3,0.895217,0.243339,2424,Winter,439
2011-10-20,4,0,10,0,4,1,1,0.63625,0.422275,4195,Winter,438
2011-10-21,4,0,10,0,5,1,1,0.574167,0.221396,4304,Winter,437
2011-10-22,4,0,10,0,6,0,1,0.629167,0.0926667,4308,Winter,436
2011-10-23,4,0,10,0,0,0,1,0.74125,0.0995125,4381,Winter,435
2011-10-24,4,0,10,0,1,1,1,0.772083,0.118792,4187,Winter,434
2011-10-25,4,0,10,0,2,1,1,0.622917,0.166658,4687,Winter,433
2011-10-26,4,0,10,0,3,1,2,0.720417,0.148642,3894,Winter,432
2011-10-27,4,0,10,0,4,1,2,0.812917,0.197763,2659,Winter,431
2011-10-28,4,0,10,0,5,1,2,0.585833,0.229479,3747,Winter,430
2011-10-29,4,0,10,0,6,0,3,0.8825,0.351371,627,Winter,429
2011-10-30,4,0,10,0,0,0,1,0.62375,0.176617,3331,Winter,428
2011-10-31,4,0,10,0,1,1,1,0.703333,0.10635,3669,Winter,427
2011-11-01,4,0,11,0,2,1,1,0.68375,0.135571,4068,Winter,426
2011-11-02,4,0,11,0,3,1,1,0.71875,0.0820917,4186,Winter,425
2011-11-03,4,0,11,0,4,1,1,0.702083,0.136817,3974,Winter,424
2011-11-04,4,0,11,0,5,1,2,0.6225,0.271779,4046,Winter,423
2011-11-05,4,0,11,0,6,0,1,0.519167,0.189062,3926,Winter,422
2011-11-06,4,0,11,0,0,0,1,0.734583,0.0920542,3649,Winter,421
2011-11-07,4,0,11,0,1,1,1,0.75875,0.057225,4035,Winter,420
2011-11-08,4,0,11,0,2,1,1,0.721667,0.0690375,4205,Winter,419
2011-11-09,4,0,11,0,3,1,1,0.758333,0.0621958,4109,Winter,418
2011-11-10,4,0,11,0,4,1,2,0.813333,0.189067,2933,Winter,417
2011-11-11,4,0,11,1,5,0,1,0.44625,0.314675,3368,Winter,416
2011-11-12,4,0,11,0,6,0,1,0.552917,0.212062,4067,Winter,415
2011-11-13,4,0,11,0,0,0,1,0.458333,0.281721,3717,Winter,414
2011-11-14,4,0,11,0,1,1,1,0.587083,0.306596,4486,Winter,413
2011-11-15,4,0,11,0,2,1,2,0.68875,0.199633,4195,Winter,412
2011-11-16,4,0,11,0,3,1,3,0.93,0.136829,1817,Winter,411
2011-11-17,4,0,11,0,4,1,2,0.575833,0.305362,3053,Winter,410
2011-11-18,4,0,11,0,5,1,1,0.41,0.168533,3392,Winter,409
2011-11-19,4,0,11,0,6,0,1,0.502083,0.224496,3663,Winter,408
2011-11-20,4,0,11,0,0,0,2,0.684583,0.18595,3520,Winter,407
2011-11-21,4,0,11,0,1,1,3,0.91,0.138054,2765,Winter,406
2011-11-22,4,0,11,0,2,1,3,0.9625,0.118792,1607,Winter,405
2011-11-23,4,0,11,0,3,1,2,0.757917,0.335825,2566,Winter,404
2011-11-24,4,0,11,1,4,0,1,0.549167,0.167304,1495,Winter,403
2011-11-25,4,0,11,0,5,1,1,0.64375,0.0988958,2792,Winter,402
2011-11-26,4,0,11,0,6,0,1,0.681667,0.0684208,3068,Winter,401
2011-11-27,4,0,11,0,0,0,1,0.698333,0.208954,3071,Winter,400
2011-11-28,4,0,11,0,1,1,1,0.743043,0.142122,3867,Winter,399
2011-11-29,4,0,11,0,2,1,2,0.830833,0.258092,2914,Winter,398
2011-11-30,4,0,11,0,3,1,1,0.613333,0.271158,3613,Winter,397
2011-12-01,4,0,12,0,4,1,1,0.524583,0.220158,3727,Winter,396
2011-12-02,4,0,12,0,5,1,1,0.625833,0.100754,3940,Winter,395
2011-12-03,4,0,12,0,6,0,1,0.612917,0.0957833,3614,Winter,394
2011-12-04,4,0,12,0,0,0,1,0.775833,0.0839583,3485,Winter,393
2011-12-05,4,0,12,0,1,1,2,0.827083,0.0622083,3811,Winter,392
2011-12-06,4,0,12,0,2,1,3,0.949583,0.232583,2594,Winter,391
2011-12-07,4,0,12,0,3,1,3,0.970417,0.266175,705,Winter,390
2011-12-08,4,0,12,0,4,1,1,0.58,0.240058,3322,Winter,389
2011-12-09,4,0,12,0,5,1,1,0.695833,0.0827167,3620,Winter,388
2011-12-10,4,0,12,0,6,0,1,0.5075,0.233221,3190,Winter,387
2011-12-11,4,0,12,0,0,0,1,0.49,0.0665417,2743,Winter,386
2011-12-12,4,0,12,0,1,1,1,0.670833,0.06345,3310,Winter,385
2011-12-13,4,0,12,0,2,1,1,0.59,0.14055,3523,Winter,384
2011-12-14,4,0,12,0,3,1,2,0.66375,0.0609583,3740,Winter,383
